ID,English,Chinese_Simplified,French,German,Italian,Polish,Portuguese_Brazil,Russian,Spanish
Prime_Punchmech_Upgrade1,Dash,Dash,Charge,Sprintangriff,대시,Doskok,Corrida,Рывок,Carga
Prime_Punchmech_Upgrade2,+2 Damage,+2 Damage,+2 aux dégâts,+2 Schaden,피해 +2,Obrażenia +2,+2 de Dano,Урон +2,+2 de daño
Prime_Punchmech_A_UpgradeDescription,Charge any distance before punching the target.,Charge any distance before punching the target.,Charge sur une distance infinie avant de frapper sa cible.,Stürmt beliebige Distanz auf das Ziel zu und greift es an.,목표를 치기 전 돌진합니다. ,Szarżuje na dowolny dystans przed wyprowadzeniem ciosu w cel.,Avança qualquer distância e depois soca o alvo.,Рывком преодолевает любое расстояние до цели и наносит удар кулаком.,"Recorres cualquier distancia y, luego, das un puñetazo al objetivo."
Prime_Punchmech_B_UpgradeDescription,Increases damage by 2.,Increases damage by 2.,Augmente les dégâts de 2.,Erhöht Schaden um 2.,피해를 2 늘립니다.,Zwiększa obrażenia o 2 pkt.,Aumenta o dano em 2.,Увеличивает урон на 2 ед.,Aumenta el daño en 2.
Prime_Lightning_Name,Electric Whip,Electric Whip,Fouet électrique,Elektropeitsche,전기 채찍,Elektryczny Bicz,Chicote Elétrico,Электрохлыст,Látigo eléctr.
Prime_Lightning_Description,Chain damage through adjacent targets.,Chain damage through adjacent targets.,Inflige des dégâts rebondissant entre cibles adjacentes.,Verursacht durch benachbarte Ziele hindurch Schaden.,인접한 타일을 통해 피해를 연쇄적으로 줍니다.,Przenosi obrażenia na przylegające cele.,Corrente de dano que rebate nos alvos adjacentes.,Наносит урон по цепочке соседних целей.,Encadena el daño a través de objetivos adyacentes.
Prime_Lightning_Upgrade1,Building Chain,Building Chain,Chaîne de bâtiments,Gebäudekette,빌딩 연쇄,Przewodzące Budynki,Corrente Estrutural,Цепочка зданий,Cadena urbana
Prime_Lightning_Upgrade2,+1 Damage,+1 Damage,+1 aux dégâts,+1 Schaden,피해 +1,Obrażenia +1,+1 de Dano,Урон +1,+1 de daño
Prime_Lightning_A_UpgradeDescription,Chain through Grid Buildings without causing damage.,Chain through Grid Buildings without causing damage.,Permet de réaliser un enchaînement entre des bâtiments du Réseau sans leur causer de dégâts.,"Die Schadenskette durchdringt Netzgebäude, ohne sie zu beschädigen.",연쇄가 빌딩에 피해를 입히지 않고 통합니다. ,Przenosi obrażenia przez budynki Sieci Zasilania bez uszkadzania ich.,A corrente atravessa Estruturas da Rede sem causar dano.,"Цепочка проходит сквозь гражданские здания, не нанося им урон.",Encadena el daño a través de los edificios de la red sin dañarlos.
Prime_Lightning_B_UpgradeDescription,Deals +1 damage to all affected tiles.,Deals +1 damage to all affected tiles.,Inflige +1 point de dégâts à toutes les cases affectées.,Verursacht +1 Schaden auf allen betroffenen Feldern.,영향받는 타일에 피해가 +1 증가합니다. ,Zadaje +1 pkt. obrażeń wszystkim właściwym polom.,+1 de dano a todos os espaços atingidos.,Наносит +1 ед. урона всем затронутым клеткам.,Inflige +1 de daño a todas las casillas afectadas.
Prime_Lasermech_Name,Burst Beam,Burst Beam,Rayon perforant,Laserstrahl,버스트 빔,Wiązka Laserowa,Surto de Feixe,Энерголуч,Rayo descar.
Prime_Lasermech_Description,Fire a piercing beam that decreases in damage the further it goes.,Fire a piercing beam that decreases in damage the further it goes.,Tire un rayon perforant dont les dégâts diminuent avec la distance.,"Feuert einen durchdringenden Strahl, dessen Schadenswirkung mit zunehmender Entfernung schwächer wird.",사거리에 따라 피해량이 줄어드는 관통 빔입니다. ,Wystrzeliwuje przenikającą wiązkę zadającą obrażenia zmniejszające się z odległością.,Dispara um raio perfurante que reduz o dano conforme a distância.,"Выпускает луч, пронзающий цели и теряющий мощность с дистанцией.",Dispara un rayo perforante que hace menos daño cuanto más lejos llegue.
Prime_Lasermech_Upgrade1,Ally Immune,Ally Immune,Allié immunisé,Verbündetenschutz,아군 면역,Odporni Sojusznicy,Aliados Imunes,Союзн.: иммун.,Aliados inmunes
Prime_Lasermech_Upgrade2,+1 Damage,+1 Damage,+1 aux dégâts,+1 Schaden,피해 +1,Obrażenia +1,+1 de Dano,Урон +1,+1 de daño
Prime_Lasermech_A_UpgradeDescription,Friendly units will not take damage from this attack.,Friendly units will not take damage from this attack.,Cette attaque n'inflige pas de dégâts aux unités alliées.,Verbündete Einheiten sind von diesem Angriff nicht betroffen.,공격으로부터 아군 유닛이 피해를 입지 않습니다. ,Jednostki sojusznicze nie będą otrzymywać obrażeń z tego ataku.,Aliados não receberão dano deste ataque.,Союзные юниты не получают урона от этой атаки.,Este ataque no hará daño a las unidades aliadas.
Prime_Lasermech_B_UpgradeDescription,Increases the starting damage by 1.,Increases the starting damage by 1.,Augmente les dégâts de départ de 1.,Erhöht den Anfangsschaden um 1.,초기 피해를 1 증가시킵니다. ,Zwiększa obrażenia początkowe o 1 pkt.,Aumenta o dano inicial em 1.,Увеличивает начальный урон на 1 ед.,Aumenta el daño inicial en 1.
Prime_ShieldBash_Name,Spartan Shield,Spartan Shield,Bouclier spartiate,Spartanerschild,스파르탄 방패,Tarcza Spartiaty,Escudo Espartano,Спартанский щит,Escudo espartano
Prime_ShieldBash_Description,"Bash the enemy, flipping its attack direction.","Bash the enemy, flipping its attack direction.","Frappe violemment l'ennemi, ce qui change sa direction d'attaque.",Schlägt den Gegner und verändert dessen Angriffsrichtung.,적을 치며 공격 방향을 뒤집습니다. ,Uderza wroga i odwraca kierunek jego ataku.,Bate no inimigo e o faz mudar a direção do ataque.,"Ударяет врага, разворачивая его атаку.",Golpea al enemigo e invierte el sentido de su ataque.
Prime_ShieldBash_Upgrade1,Gain Shield,Gain Shield,Gain de bouclier,Schild erzeugen,방어막 생성,Tarcza Osłonowa,Ganha Escudo,Дополнительный щит,Ganan. escudo
Prime_ShieldBash_Upgrade2,+1 Damage,+1 Damage,+1 aux dégâts,+1 Schaden,피해 +1,Obrażenia +1,+1 de Dano,Урон +1,+1 de daño
Prime_ShieldBash_A_UpgradeDescription,Gain a Shield when bashing.,Gain a Shield when bashing.,Gagne un bouclier en frappant.,Erschafft einen Schild beim Zuschlagen.,칠 때 방어막을 얻습니다. ,Zapewnia osłonę przy wyprowadzaniu uderzenia.,Ganha Escudo ao bater.,Удар активирует щит.,Se obtiene un escudo al golpear.
Prime_ShieldBash_B_UpgradeDescription,Increases damage by 1.,Increases damage by 1.,Augmente les dégâts de 1.,Erhöht Schaden um 1.,피해를 1 증가시킵니다. ,Zwiększa obrażenia o 1 pkt.,Aumenta o dano em 1.,Увеличивает урон на 1 ед.,Aumenta el daño en 1.
Prime_Rockmech_Name,Rock Launcher,Rock Launcher,Lance-rocher,Felsenwerfer,바위 발사기,Miotacz Skał,Lança-rochas,Камнемет,Lanzarrocas
Prime_Rockmech_Description,Throw a rock at a chosen target. Rock remains as an obstacle.,Throw a rock at a chosen target. Rock remains as an obstacle.,Lance un rocher sur la cible. Le rocher reste ensuite sur place en tant qu'obstacle.,Schleudert einen Felsen auf ein Ziel. Der Felsen bleibt als Hindernis liegen.,목표에 바위를 던집니다. 바위는 장애물로 남습니다. ,Rzuca skałą we wskazany cel. Skała pozostaje na planszy jako przeszkoda.,"Lança uma rocha no alvo. A rocha fica lá, como obstáculo.",Метает камень в выбранную цель. Камень остается на клетке в виде препятствия.,Lanza una roca al objetivo elegido. La roca permanece como obstáculo.
Prime_Rockmech_Upgrade1,+1 Damage,+1 Damage,+1 aux dégâts,+1 Schaden,피해 +1,Obrażenia +1,+1 de Dano,Урон +1,+1 de daño
Prime_Rockmech_Upgrade2,+1 Damage,+1 Damage,+1 aux dégâts,+1 Schaden,피해 +1,Obrażenia +1,+1 de Dano,Урон +1,+1 de daño
Prime_Rockmech_A_UpgradeDescription,Increases damage by 1.,Increases damage by 1.,Augmente les dégâts de 1.,Erhöht Schaden um 1.,피해를 1 증가시킵니다. ,Zwiększa obrażenia o 1 pkt.,Aumenta o dano em 1.,Увеличивает урон на 1 ед.,Aumenta el daño en 1.
Prime_Rockmech_B_UpgradeDescription,Increases damage by 1.,Increases damage by 1.,Augmente les dégâts de 1.,Erhöht Schaden um 1.,피해를 1 증가시킵니다. ,Zwiększa obrażenia o 1 pkt.,Aumenta o dano em 1.,Увеличивает урон на 1 ед.,Aumenta el daño en 1.
Prime_RightHook_Name,Sidewinder Fist,Sidewinder Fist,Frappe latérale,Seitfaust,사이드와인더 주먹,Sierpowy,Soco da Serpente,Роторный кулак,Derechazo
Prime_RightHook_Description,"Punch an adjacent tile, damaging and pushing it to the left.","Punch an adjacent tile, damaging and pushing it to the left.","Frappe une case adjacente, ce qui inflige des dégâts et pousse ce qu'il y a dessus sur la gauche.","Attackiert benachbartes Feld, fügt dortiger Einheit Schaden zu und verschiebt sie nach links.",인접한 타일에 피해를 주며 왼쪽으로 밀칩니다. ,"Wyprowadza cios w przylegające pole, zadaje obrażenia celowi i odpycha go w lewo.","Soca um espaço adjacente, causa dano e empurra para esquerda.","Бьет по соседней клетке, нанося урон и толкая цель влево.",Da un puñetazo a una casilla adyacente para hacer daño y empujar a la izquierda.
Prime_RightHook_Upgrade1,+1 Damage,+1 Damage,+1 aux dégâts,+1 Schaden,피해 +1,Obrażenia +1,+1 de Dano,Урон +1,+1 de daño
Prime_RightHook_Upgrade2,+1 Damage,+1 Damage,+1 aux dégâts,+1 Schaden,피해 +1,Obrażenia +1,+1 de Dano,Урон +1,+1 de daño
Prime_RightHook_A_UpgradeDescription,Increases damage by 1.,Increases damage by 1.,Augmente les dégâts de 1.,Erhöht Schaden um 1.,피해를 1 증가시킵니다. ,Zwiększa obrażenia o 1 pkt.,Aumenta o dano em 1.,Увеличивает урон на 1 ед.,Aumenta el daño en 1.
Prime_RightHook_B_UpgradeDescription,Increases damage by 1.,Increases damage by 1.,Augmente les dégâts de 1.,Erhöht Schaden um 1.,피해를 1 증가시킵니다. ,Zwiększa obrażenia o 1 pkt.,Aumenta o dano em 1.,Увеличивает урон на 1 ед.,Aumenta el daño en 1.
Prime_RocketPunch_Name,Rocket Fist,Rocket Fist,Poing roquette,Raketenfaust,로켓 주먹,Rakietowa Pięść,Punho Foguete,Реактивный кулак,Puño cohete
Prime_RocketPunch_Description,Punch an adjacent tile. Upgrades to launch as a projectile.,Punch an adjacent tile. Upgrades to launch as a projectile.,"Frappe une case adjacente. Après amélioration, le poing peut être lancé comme un projectile.",Schlägt auf ein benachbartes Feld. Verschießt die Faust als Rakete.,인접한 타일을 칩니다. 업그레이드로 발사할 수 있습니다. ,"Wyprowadza cios w przylegające pole. Ulepsz, aby pięść stała się pociskiem.",Soca um espaço adjacente. Melhoria o transforma em projétil.,Наносит удар по соседней клетке. После улучшения выстреливается вдаль.,Da un puñetazo a una casilla adyacente. Se mejora para lanzar el puño como proyectil.
Prime_RocketPunch_Upgrade1,Rocket,Rocket,Roquette,Rakete,로켓,Rakieta,Foguete,Ракетный двигатель,Puños
Prime_RocketPunch_Upgrade2,+2 Damage,+2 Damage,+2 aux dégâts,+2 Schaden,피해 +2,Obrażenia +2,+2 de Dano,Урон +2,+2 de daño
Prime_RocketPunch_A_UpgradeDescription,Launch the fist.,Launch the fist.,Lance le poing.,Die Faust wird zur Rakete.,주먹을 발사합니다. ,Wystrzeliwuje pięść.,Dispara o punho.,Выстреливает кулак в цель.,Lanza el puño.
Prime_RocketPunch_B_UpgradeDescription,Increases damage by 2.,Increases damage by 2.,Augmente les dégâts de 2.,Erhöht Schaden um 2.,피해를 2 증가시킵니다. ,Zwiększa obrażenia o 2 pkt.,Aumenta o dano em 2.,Увеличивает урон на 2 ед.,Aumenta el daño en 2.
Prime_Shift_Name,Vice Fist,Vice Fist,Poing étau,Schleuderfaust,바이스 주먹,Przerzucająca Pięść,Punho Prensa,Сжимающий кулак,Puño afer.
Prime_Shift_Description,Grab a unit and toss it behind you.,Grab a unit and toss it behind you.,Saisit une unité et la lance derrière vous.,Ergreift eine Einheit und wirft sie hinter sich.,유닛을 잡아 뒤쪽으로 넘깁니다. ,Chwyta jednostkę i przerzuca ją za siebie.,Agarra uma unidade e arremessa para trás de você.,Хватает цель и бросает ее себе за спину.,Agarras a una unidad y la lanzas detrás de ti.
Prime_Shift_Upgrade1,Ally Immune,Ally Immune,Allié immunisé,Verbündetenschutz,아군 면역,Odporni Sojusznicy,Aliados Imunes,Союзн.: иммун.,Aliados inmunes
Prime_Shift_Upgrade2,+2 Damage,+2 Damage,+2 aux dégâts,+2 Schaden,피해 +2,Obrażenia +2,+2 de Dano,Урон +2,+2 de daño
Prime_Shift_A_UpgradeDescription,Deals no damage to allies.,Deals no damage to allies.,N'inflige pas de dégâts aux alliés.,Verursacht keinen Schaden bei Verbündeten.,아군에게 피해를 입히지 않습니다. ,Jednostki sojusznicze nie otrzymują obrażeń z tego ataku.,Não causa dano a aliados.,Не наносит урона союзникам.,No inflige daño a los aliados.
Prime_Shift_B_UpgradeDescription,Increases damage by 2.,Increases damage by 2.,Augmente les dégâts de 2.,Erhöht Schaden um 2.,피해를 2 증가시킵니다. ,Zwiększa obrażenia o 2 pkt.,Aumenta o dano em 2.,Увеличивает урон на 2 ед.,Aumenta el daño en 2.
Prime_Flamethrower_Name,Flame Thrower,Flame Thrower,Lance-flammes,Flammenwerfer,화염 방사기,Miotacz Ognia,Lança-chamas,Огнемет,Lanzallamas
Prime_Flamethrower_Description,Push target tile and light tiles on Fire. Damage units already on Fire.,Push target tile and light tiles on Fire. Damage units already on Fire.,Pousse la case de la cible et met le feu aux cases. Inflige des dégâts aux unités qui sont déjà en feu.,Verschiebt Einheiten auf dem Zielfeld und steckt Felder in Brand. Fügt brennenden Einheiten Schaden zu.,타일에 불을 붙이며 밀칩니다. 이미 불이 붙은 유닛은 피해를 입힙니다. ,Popycha cel i podpala pola. Zadaje obrażenia od ognia już płonącym jednostkom.,Empurra alvo e põe Fogo nos espaços. Causa dano a unidades pegando Fogo.,"Толкает цель и поджигает клетки. Наносит урон целям, которые уже горят.",Empuja a la casilla objetivo y prende fuego en las casillas. Hace daño a las unidades que ya estén afectadas por el fuego.
Prime_Flamethrower_Upgrade1,+1 Range,+1 Range,+1 en portée,+1 Reichweite,+1 범위,Zasięg +1,+1 de Alcance,Дальность +1,+1 de alcance
Prime_Flamethrower_Upgrade2,+1 Range,+1 Range,+1 en portée,+1 Reichweite,+1 범위,Zasięg +1,+1 de Alcance,Дальность +1,+1 de alcance
Prime_Flamethrower_A_UpgradeDescription,Extends flamethrower range by 1 tile.,Extends flamethrower range by 1 tile.,Rallonge la portée du lance-flammes de 1 case.,Vergrößert die Reichweite des Flammenwerfers um 1 Feld.,화염 방사기 사정거리를 한 타일 늘립니다. ,Zwiększa zasięg miotacza o 1 pole.,Aumenta alcance do lança-chamas em 1.,Увеличивает дальность огнемета на 1 клетку.,Aumenta el alcance del lanzallamas en 1 casilla.
Prime_Flamethrower_B_UpgradeDescription,Extends flamethrower range by 1 tile.,Extends flamethrower range by 1 tile.,Rallonge la portée du lance-flammes de 1 case.,Vergrößert die Reichweite des Flammenwerfers um 1 Feld.,화염 방사기 사정거리를 한 타일 늘립니다. ,Zwiększa zasięg miotacza o 1 pole.,Aumenta alcance do lança-chamas em 1.,Увеличивает дальность огнемета на 1 клетку.,Aumenta el alcance del lanzallamas en 1 casilla.
Prime_Areablast_Name,Explosive Vents,Explosive Vents,Conduits explosifs,Feuerauslass,폭발성 배기,Wybuchowe Dysze,Saída Explosiva,Перегретые дюзы,Escapes explos.
Prime_Areablast_Description,Blast all adjacent tiles.,Blast all adjacent tiles.,Génère des explosions sur toutes les cases adjacentes.,Bewirkt Explosionen auf allen benachbarten Feldern.,인접한 모든 타일에 폭발을 일으킵니다. ,Zadaje obrażenia przylegającym polom.,Explode espaços adjacentes.,Взрывом наносит урон всем соседним клеткам.,Ataca a todas las casillas adyacentes.
Prime_Areablast_Upgrade1,+1 Damage,+1 Damage,+1 aux dégâts,+1 Schaden,피해 +1,Obrażenia +1,+1 de Dano,Урон +1,+1 de daño
Prime_Areablast_Upgrade2,+1 Damage,+1 Damage,+1 aux dégâts,+1 Schaden,피해 +1,Obrażenia +1,+1 de Dano,Урон +1,+1 de daño
Prime_Areablast_A_UpgradeDescription,Increases damage by 1.,Increases damage by 1.,Augmente les dégâts de 1.,Erhöht Schaden um 1.,피해를 1 증가시킵니다. ,Zwiększa obrażenia o 1 pkt.,Aumenta o dano em 1.,Увеличивает урон на 1 ед.,Aumenta el daño en 1.
Prime_Areablast_B_UpgradeDescription,Increases damage by 1.,Increases damage by 1.,Augmente les dégâts de 1.,Erhöht Schaden um 1.,피해를 1 증가시킵니다. ,Zwiększa obrażenia o 1 pkt.,Aumenta o dano em 1.,Увеличивает урон на 1 ед.,Aumenta el daño en 1.
Prime_Spear_Name,Prime Spear,Prime Spear,Lance d'élite,Speer,프라임 스피어,Włócznia Goliata,Prime-Lança,Длинная пика,Lanza excel.
Prime_Spear_Description,Stab multiple tiles and push the furthest hit tile.,Stab multiple tiles and push the furthest hit tile.,Frappe plusieurs cases et pousse la plus éloignée.,Sticht mehrere Felder und verschiebt das am weitesten entfernte getroffene Feld.,여러 타일을 찌르고 마지막 타일을 밀칩니다.,Dźga kilka pól i odpycha jednostkę na najdalszym polu.,Apunhala diversos espaços e empurra o último atingido.,"Пронзает несколько клеток, толкая цель в самой дальней.",Perfora varias casillas y empuja a la más alejada.
Prime_Spear_Upgrade1,A.C.I.D. Tip,A.C.I.D. Tip,Pointe d'A.C.I.D.E.,A.C.I.D.U.M.-Spitze,A.C.I.D. 촉,Żrący Grot,Ponta de A.C.I.D.,Кислотный наконечник,Punta A.C.I.D.O.
Prime_Spear_Upgrade2,+1 Range,+1 Range,+1 en portée,+1 Reichweite,사거리 +1,Zasięg +1,+1 de Alcance,Дальность +1,+1 de alcance
Prime_Spear_A_UpgradeDescription,Adds A.C.I.D. to the furthest hit enemy.,Adds A.C.I.D. to the furthest hit enemy.,Ajoute des dégâts d'A.C.I.D.E. à l'ennemi touché le plus éloigné.,Bringt den am weitesten entfernten Gegner mit A.C.I.D.U.M. in Berührung.,가장 멀리있는 맞은 적 유닛에게 A.C.I.D.를 묻힙니다.,Pokrywa K.W.A.S-em najdalszą trafioną jednostkę.,Aplica A.C.I.D. no inimigo atingido mais longe.,Поражает кислотой самого дальнего врага.,Aplica A.C.I.D.O al enemigo más alejado al que golpea.
Prime_Spear_B_UpgradeDescription,Increases the maximum number of hit tiles by 1.,Increases the maximum number of hit tiles by 1.,Augmente le maximum de cases touchées de 1.,Erhöht die maximale Anzahl getroffener Felder um 1.,칠 수 있는 최대 타일 수를 하나 늘립니다. ,Zwiększa maksymalną liczbę trafianych pól o 1.,Aumenta o máximo de espaços atingidos em 1.,Увеличивает количество поражаемых клеток на 1.,Aumenta el máximo de casillas afectadas en 1.
Prime_Leap_Name,Hydraulic Legs,Hydraulic Legs,Jambes hydrauliques,Hydraulische Beine,유압식 다리 ,Hydrauliczne Nogi,Pernas Hidráulicas,Гидравлические ноги,Piernas hidrául.
Prime_Leap_Description,"Leap to a tile, damaging self and adjacent tiles.","Leap to a tile, damaging self and adjacent tiles.","Saute sur une case, en subissant des dégâts tout en en infligeant aux cases adjacentes.",Springt auf ein Feld und fügt sich dabei selbst und benachbarten Feldern Schaden zu.,뛰어들어 자신과 인접한 모든 타일에 피해를 줍니다. ,Skacze na wskazane pole i zadaje obrażenia sobie i przylegającym polom.,Pula para um espaço; causa dano a si e espaços adjacentes.,"Прыгает в клетку, нанося урон себе и всем соседним клеткам.",Salta a una casilla y se hace daño a sí mismo y a las casillas adyacentes.
Prime_Leap_Upgrade1,+1 Damage Each,+1 Damage Each,+1 aux dégâts à tous,Je +1 Schaden,서로 피해 +1,Obrażenia +1,+1 de Dano em Cada,Урон всем +1,+1 de daño a todos
Prime_Leap_Upgrade2,+1 Damage,+1 Damage,+1 aux dégâts,+1 Schaden,피해 +1,Obrażenia +1,+1 de Dano,Урон +1,+1 de daño
Prime_Leap_A_UpgradeDescription,Increases damage to self and targets by 1.,Increases damage to self and targets by 1.,Augmente les dégâts infligés à soi-même et aux cibles de 1.,Erhöht den sich selbst und Zielen zugefügten Schaden um 1.,목표와 스스로에게 입히는 피해를 1 늘립니다. ,Zwiększa obrażenia zadawane sobie i celom o 1 pkt.,Aumenta dano a si e aos alvos em 1.,Увеличивает урон себе и целям на 1.,Aumenta el daño a sí mismo y a los objetivos en 1.
Prime_Leap_B_UpgradeDescription,Increases damage to targets by 1.,Increases damage to targets by 1.,Augmente les dégâts infligés aux cibles de 1.,Erhöht Zielen zugefügten Schaden um 1.,목표에게 입히는 피해를 1 증가시킵니다. ,Zwiększa obrażenia zadawane celom o 1 pkt.,Aumenta dano aos alvos em 1.,Увеличивает урон целям на 1.,Aumenta el daño a los objetivos en 1.
Prime_SpinFist_Name,Vortex Fist,Vortex Fist,Poing vortex,Wirbelfaust,소용돌이 주먹,Wirująca Pięść,Punho Vórtice,Вихревой кулак,Puño vórtice
Prime_SpinFist_Description,Damage and push all adjacent tiles to the left.,Damage and push all adjacent tiles to the left.,Inflige des dégâts aux cases adjacentes et les pousse vers la gauche.,Beschädigt benachbarte Felder und verschiebt die Einheit nach links.,인접한 모든 타일에 피해를 주며 왼쪽으로 밀칩니다.,"Wyprowadza cios w wszystkie przylegające pola, zadaje obrażenia i odpycha cele w lewo.",Causa dano e empurra espaços adjacentes para a esquerda.,"Наносит урон всем соседним клеткам, толкая все цели влево.",Hace daño y empuja a quienes ocupan todas las casillas adyacentes a la izquierda.
Prime_SpinFist_Upgrade1,-1 Self Damage,-1 Self Damage,-1 aux dégâts à soi,-1 Eigenschaden,자가 피해 -1,Obrażenia własne -1,-1 Dano a Si,Урон себе -1,-1 de daño a sí mismo
Prime_SpinFist_Upgrade2,+1 Damage,+1 Damage,+1 aux dégâts,+1 Schaden,피해 +1,Obrażenia +1,+1 de Dano,Урон +1,+1 de daño
Prime_SpinFist_A_UpgradeDescription,Reduces the damage the Mech takes when using this weapon by 1.,Reduces the damage the Mech takes when using this weapon by 1.,Réduit de 1 point les dégâts subis par le Mecha quand il utilise cette arme.,"Senkt den Schaden um 1, den der Mech beim Einsatz dieser Waffe erleidet.",메크가 입는 피해를 1 감소시킵니다. ,Zmniejsza o 1 pkt. obrażenia odnoszone przez mecha podczas korzystania z tej broni.,Reduz em 1 o dano sofrido pelo Meka ao usar esta arma.,"Снижает на 1 урон, получаемый мехом при применении этого оружия.",Reduce el año que el mech sufre al usar esta arma en 1.
Prime_SpinFist_B_UpgradeDescription,Increases damage to targets by 1.,Increases damage to targets by 1.,Augmente les dégâts infligés aux cibles de 1.,Erhöht Zielen zugefügten Schaden um 1.,목표에 입히는 피해를 1 증가시킵니다. ,Zwiększa obrażenia zadawane celom o 1 pkt.,Aumenta dano aos alvos em 1.,Увеличивает урон целям на 1.,Aumenta el daño a los objetivos en 1.
Prime_Sword_Name,Titanite Blade,Titanite Blade,Lame en titanite,Titanitklinge,타이타나이트 블레이드,Tytanitowy Miecz,Lâmina Titânica,Титанитовый меч,Hoja titanita
Prime_Sword_Description,Swing a massive sword to damage and push 3 tiles.,Swing a massive sword to damage and push 3 tiles.,Frappe à l'aide d'une énorme épée qui inflige des dégâts et pousse 3 cases.,"Schwingt ein riesiges Schwert, das auf 3 Feldern Schaden verursacht und Einheiten verschiebt.",거대한 검을 휘둘러 세 타일에 피해를 주며 밀칩니다. ,"Wyprowadza cios olbrzymim mieczem, który zadaje obrażenia i odpycha 3 pola.",Golpe com uma espada enorme; causa dano e empurra 3 espaços.,"Ударом огромного меча поражает 3 клетки, толкая врагов.",Blande una enorme espada que hace daño y empuja 3 casillas.
Prime_Sword_Upgrade1,+1 Use,+1 Use,+1 utilisation,+1 Anwendung,횟수 +1,Użycia +1,+1 Uso,+1 применение,+1 uso
Prime_Sword_Upgrade2,+2 Damage,+2 Damage,+2 aux dégâts,+2 Schaden,피해 +2,Obrażenia +2,+2 de Dano,Урон +2,+2 de daño
Prime_Sword_A_UpgradeDescription,Increases uses per battle by 1.,Increases uses per battle by 1.,Augmente les utilisations par bataille de 1.,Erhöht Anzahl der Anwendungen pro Kampf um 1.,사용 횟수를 1 늘립니다.,Zwiększa możliwość korzystania z tej broni w bitwie o 1 użycie.,Pode usar mais 1 vez por batalha.,Увеличивает количество применений в бою на 1.,Aumenta los usos por batalla en 1.
Prime_Sword_B_UpgradeDescription,Increases damage on each affected tile by 2.,Increases damage on each affected tile by 2.,Augmente les dégâts sur chaque case affectée de 2.,Erhöht Schaden auf jedem betroffenen Feld um 2.,모든 타일의 피해를 2 증가시킵니다.,Zwiększa obrażenia zadawane każdemu właściwemu polu o 2 pkt.,Aumenta em 2 o dano a cada espaço atingido.,Увеличивает урон в каждой пораженной клетке на 2.,Aumenta el daño a cada casilla afectada en 2.
Prime_Smash_Name,Mercury Fist,Mercury Fist,Poing mercure,Quecksilberfaust,머큐리 주먹,Gromowa Pięść,Punho Mercúrio,Кулак «Меркурий»,Puño Mercurio
Prime_Smash_Description,"Smash the ground, dealing huge damage and pushing adjacent tiles.","Smash the ground, dealing huge damage and pushing adjacent tiles.","Frappe violemment le sol, ce qui inflige des dégâts énormes et pousse les cases adjacentes.","Schlägt auf den Boden, verursacht auf benachbarten Feldern Schaden und verschiebt dortige Einheiten.",지면을 쳐서 큰 피해를 주고 인접한 타일을 밀칩니다. ,"Uderza w ziemię, co zadaje olbrzymie obrażenia i odpycha przylegające pola.",Esmaga o chão; causa um enorme dano e empurra espaços adjacentes.,Мощный удар по земле наносит огромный урон в соседних клетках и толкает цели.,Aplasta el suelo para infligir un daño enorme y empujar a quienes están en las casillas adyacentes.
Prime_Smash_Upgrade1,+1 Use,+1 Use,+1 utilisation,+1 Anwendung,횟수 +1,Użycia +1,+1 Uso,+1 применение,+1 uso
Prime_Smash_Upgrade2,+1 Damage,+1 Damage,+1 aux dégâts,+1 Schaden,피해 +1,Obrażenia +1,+1 de Dano,Урон +1,+1 de daño
Prime_Smash_A_UpgradeDescription,Increases uses per battle by 1.,Increases uses per battle by 1.,Augmente les utilisations par bataille de 1.,Erhöht Anzahl der Anwendungen pro Kampf um 1.,사용 횟수를 1 늘립니다.,Zwiększa możliwość korzystania z tej broni w bitwie o 1 użycie.,Pode usar mais 1 vez por batalha.,Увеличивает количество применений в бою на 1.,Aumenta los usos por batalla en 1.
Prime_Smash_B_UpgradeDescription,Increases damage by 1.,Increases damage by 1.,Augmente les dégâts de 1.,Erhöht Schaden um 1.,피해를 1 증가시킵니다. ,Zwiększa obrażenia o 1 pkt.,Aumenta o dano em 1.,Увеличивает урон на 1 ед.,Aumenta el daño en 1.
Brute_Tankmech_Name,Taurus Cannon,Taurus Cannon,Canon Taurus,Tauruskanone,타우러스 포,Działo Taurus,Canhão Taurus,Пушка «Таурус»,Cañón Tauro
Brute_Tankmech_Description,Fires a powerful projectile that damages and pushes its target.,Fires a powerful projectile that damages and pushes its target.,Tire un puissant projectile qui inflige des dégâts à la cible et la pousse.,"Feuert ein durchschlagskräftiges Projektil, das seinem Ziel Schaden zufügt und es verschiebt.",피해를 주고 밀치는 강력한 투사체를 발사합니다. ,"Wystrzeliwuje potężny pocisk, który zadaje obrażenia celowi i odpycha go.",Dispara um projétil poderoso; causa dano e empurra o alvo.,"Выпускает мощный снаряд, который наносит урон и толкает цель.",Dispara un potente proyectil que hace daño y empuja al objetivo.
Brute_Tankmech_Upgrade1,+1 Damage,+1 Damage,+1 aux dégâts,+1 Schaden,피해 +1,Obrażenia +1,+1 de Dano,Урон +1,+1 de daño
Brute_Tankmech_Upgrade2,+1 Damage,+1 Damage,+1 aux dégâts,+1 Schaden,피해 +1,Obrażenia +1,+1 de Dano,Урон +1,+1 de daño
