ID,English,Chinese_Simplified,French,German,Italian,Polish,Portuguese_Brazil,Russian,Spanish
Ach_Custom_3_Text,Beat the game with 3 flying Mechs,,Vaincre le jeu avec 3 Mechas volants,Schließe das Spiel mit 3 fliegenden Mechs ab.,비행 메크 3기로 게임에서 승리,Ukończ grę oddziałem złożonym z 3 latających mechów.,Vença o jogo com 3 Mekas voadores,Пройдите игру с тремя летающими мехами.,Gana una partida con 3 mechs voladores.
Ach_Custom_3_Failed,Impossible: Current Squad doesn't satisfy requirements,,Impossible : l'escadron actuel ne répond pas aux prérequis,Nicht möglich: Aktuelle Einheit erfüllt Voraussetzungen nicht.,불가능: 현 분대 조건 불만족,Niemożliwe: Obecny oddział nie spełnia warunków osiągnięcia.,Impossível: Esquadrão atual não preenche os requisitos,Невыполнимо: текущий отряд не отвечает требованиям,Imposible: El escuadrón actual no cumple los requisitos.
Ach_Archive_A_1_Title,Watery Grave,,Noyades répétées,Nasses Grab,물고기 밥주기,Morskie Cmentarzysko,Túmulo Aquático,На корм рыбам,Una tumba de agua
Ach_Archive_A_1_Text,Drown 3 enemies in water in a single battle,,Noyer 3 ennemis dans l'eau au cours d'une même bataille,Ertränke 3 Gegner in einem einzelnen Kampf.,한 전투에서 적 3기 이상 물에 빠뜨리기,Utop 3 wrogów w wodzie w jednej bitwie.,Afogue 3 inimigos na água numa mesma batalha,Утопите 3 врагов за один бой.,Ahoga a 3 enemigos en agua en una misma batalla.
Ach_Archive_A_1_Progress,Progress: $1 drowned,,Progression : $1 ennemi(s) noyé(s),Fortschritt: $1 ertränkt,진행도 - $1기 빠뜨림,Liczba utopionych wrogów: $1,Progresso: afogou $1,Прогресс: $1,Avance: $1 ahogados
Ach_Archive_A_2_Title,Ramming Speed,,Vitesse de percussion,Rammgeschwindigkeit,압도적인 속도로,Taran,Tranco Veloz,На всех парах,Velocidad de embestida
Ach_Archive_A_2_Text,Kill an enemy 5 or more tiles away with a Dash Punch,,Tuer un ennemi distant de 5 cases ou plus en lui donnant un coup de poing après une charge,Töte einen Gegner mit einem Sprintangriff in 5 oder mehr Feldern Entfernung.,5타일 이상 떨어진 적을 대시 펀치로 처치,Zabij z doskoku ciosem Tytanowej Pięści wroga znajdującego się 5 lub więcej pól od mecha,Use a Corrida da melhoria Punho de Titã para matar um inimigo a 5 espaços de distância ou mais,Убейте врага в 5 или более клетках от вас ударом «Кулака титана» после рывка.,Mata a un enemigo que esté a 5 o más casillas de distancia con un puñetazo en carga.
Ach_Archive_A_3_Title,Island Secure,,Île sécurisée,Insel gesichert,섬 확보,Bezpieczna Wyspa,Ilha Defendida,Остров в безопасности,Isla salvada
Ach_Archive_A_3_Text,Complete the first Corporate Island,,Terminer la première île,Schließe die erste Konzerninsel ab.,첫 섬에서 승리,Ukończ pierwszą wyspę korporacyjną.,Conclua a primeira Ilha Corporativa,Пройдите первый корпоративный остров.,Completa la primera isla corporativa.
Ach_Archive_B_1_Title,Unbreakable,,Indestructible,Unzerstörbar,메크가 쓰러지지 않아,Niezniszczalny,Inquebrável,Несокрушимость,El Protegido
Ach_Archive_B_1_Text,Have Mech Armor absorb 5 damage in a single battle,,Faire en sorte que le blindage de votre Mecha absorbe 5 points de dégâts au cours d'une même bataille,Lass eine Mechpanzerung 5 Schaden in einem einzigen Kampf absorbieren.,한 전투에서 장갑이 피해 5 이상을 흡수,Zablokuj 5 pkt. obrażeń pancerzem mecha w jednej bitwie.,Bloqueie 5 de dano com a Blindagem Meka em uma só batalha,Броня меха должна отразить 5 ед. урона за один бой.,Consigue que la armadura absorba 5 de daño en una misma batalla.
Ach_Archive_B_1_Progress,Progress: $1 Damage Blocked,,Progression : $1 point(s) de dégâts absorbé(s),Fortschritt: $1 Schaden geblockt,진행도 - $1 피해 방어함,Zablokowane obrażenia: $1 pkt.,Progresso: bloqueou $1 de dano,Прогресс: $1 ед. урона заблокировано,Avance: $1 de daño bloqueado
Ach_Archive_B_2_Title,Unwitting Allies,,Alliés involontaires,Ungeahnte Verbündete,등 뒤의 적,Nieświadomi Sojusznicy,Aliados Sem Querer,Невольные союзники,Aliados accidentales
Ach_Archive_B_2_Text,Have 4 enemies die from enemy fire in a single battle,,Faire en sorte que 4 ennemis soient tués par les leurs au cours d'une même bataille,Lass 4 Gegner in einem einzigen Kampf durch gegnerisches Feuer sterben.,한 전투에서 4기 이상의 적이 적의 공격으로부터 죽게 만들기,Zabij 4 wrogów wrogimi atakami w jednej bitwie.,Faça 4 inimigos morrerem com dano de outros inimigos em uma só batalha,"Проведите бой, в котором четыре врага погибнут от вражеских же атак.",Consigue que a 4 enemigos los maten los propios enemigos en una misma batalla.
Ach_Archive_B_2_Progress,Progress: $1 killed,,Progression : $1 ennemi(s) tué(s),Fortschritt: $1 getötet,진행도 - $1 처치함,Liczba zabitych wrogów: $1,Progresso: matou $1,Прогресс: $1,Avance: $1 muertos
Ach_Archive_B_3_Title,Mass Displacement,,Déplacement de masse,Masseverschiebung,사회적 거리두기,Masowe Przemieszczenie,Deslocamento em Massa,Все в сторону,Desplazamiento de masas
Ach_Archive_B_3_Text,Push 3 enemies with a single attack,,Pousser 3 ennemis au cours d'une même attaque,Verschiebe 3 Gegner mit einem einzelnen Angriff.,공격 한 번으로 세 적을 밀어내기,Odepchnij 3 wrogów jednym atakiem.,Empurre 3 inimigos com um só ataque,Толкните 3 врагов одной атакой.,Empuja a 3 enemigos con un mismo ataque.
Ach_Rust_A_1_Title,Overpowered,,Surpuissance,Energieüberschuss,압도적인 전기로,Przeciążenie,Sobre-energizar,Двойное резервирование,Sobrealimentación
Ach_Rust_A_1_Text,Overpower your Power Grid twice by earning or buying Power when it is full,,Provoquer deux pics de surpuissance en gagnant ou en achetant de la puissance quand votre Réseau est pleinement chargé,"Sorge in deinem Energienetz zweimal für Energieüberschuss, indem du Energie hinzugewinnst oder kaufst, wenn es bereits voll ist.",전력이 다 찼을때 전력을 얻거나 구매해 전력망을 두 번 과부하,"Dwukrotnie zdobądź lub kup Moc, gdy Sieć Zasilania jest pełna, aby ją przeciążyć.",Sobre-energize sua Rede duas vezes (compre ou ganhe Energia no limite),"Дважды активируйте резервирование энергосети, получив или купив дополнительный уровень при полной шкале.",Sobrealimenta la red eléctrica dos veces consiguiendo o comprando energía cuando ya esté completa.
Ach_Rust_A_1_Progress,Progress: Overpowered $1 / 2,,Progression : $1 pic(s) de surpuissance/2,Fortschritt: Energieüberschuss $1 / 2,진행도 - 과부하 $1/2,Przeciążenia Sieci: $1 / 2,Progresso: sobre-energizou $1 / 2,Прогресс: $1 / 2,Avance: $1/2 sobrealimentaciones
Ach_Rust_A_2_Title,Stormy Weather,,Avis de tempête,Stürmisches Wetter,궂은 날씨,Burzowa Pogoda,A Chuva Cai,Грозовой фронт,Nubes de tormenta
Ach_Rust_A_2_Text,Deal 12 damage with Electric Smoke in a single battle,,Infliger 12 points de dégâts à l'aide de Fumée électrique au cours d'une même bataille,Verursache 12 Schaden mit Elektrorauch in einem einzelnen Kampf.,한 전투에서 전기 연막으로 피해 12 주기,Zadaj 12 pkt. obrażeń naelektryzowanym dymem w jednej bitwie.,Cause 12 de dano com Fumaça Elétrica em uma só batalha,Нанесите 12 ед. урона с помощью электрического дыма за один бой.,Haz 12 de daño con humo eléctrico en una misma batalla.
Ach_Rust_A_2_Progress,Progress: $1 damage,,Progression : $1 point(s) de dégâts,Fortschritt $1 Schaden,진행도 - $1 데미지,Zadane obrażenia: $1 pkt.,Progresso: $1 de dano,Прогресс: $1,Avance: $1 de daño
Ach_Rust_A_3_Title,Perfect Battle,,Bataille de rêve,Perfekter Kampf,완벽한 전투,Perfekcyjna Bitwa,Batalha Perfeita,Идеальная битва,Batalla perfecta
Ach_Rust_A_3_Text,Take no Mech or Building Damage in a single battle (Repaired damage is still damage),,Ne subir aucun dégât de Mecha ou de bâtiment au cours d'une même bataille (les dégâts réparés comptent comme des dégâts),Erleide in einem einzelnen Kampf weder Mech- noch Gebäudeschaden (einschließlich repariertem Schaden).,한 전투에서 메크와 빌딩에 손상 입지 않기 (수리 미반영),Ukończ bitwę bez obrażeń mechów lub uszkodzeń budynków. Naprawa liczy się do obrażeń.,Não sofra dano a Mekas ou Estruturas em uma batalha (dano reparado ainda conta como dano),"Завершите бой, в котором ни мехи, ни здания не получили урон (отремонтированный урон все равно засчитывается).",Consigue que ni los mechs ni los edificios sufran daño en una misma batalla (el daño reparado cuenta como daño).
Ach_Rust_A_3_Failed,Failed: $1 damaged,,Échec : $1 - dégâts subis,Fehlschlag: $1 beschädigt,실패함 - $1 손상입음,Nieudane: odnotowano $1 pkt. obrażeń lub uszkodzeń,Falhou: danificou $1,Провалено: $1 получает урон,No superado: $1 dañados.
Ach_Rust_B_1_Title,Quantum Entanglement,,Enchevêtrement quantique,Quantenverschränkung,양자 얽힘,Pętla Kwantowa,Entrelaçamento Quântico,Квантовая запутанность,Entrelazamiento cuántico
Ach_Rust_B_1_Text,Teleport a unit 4 tiles away,,Téléporter une unité à 4 cases de distance,Teleportiere eine Einheit 4 Felder weg.,유닛을 4 타일 떨어진 곳으로 텔레포트,Przeteleportuj jednostkę o 4 pola.,Teletransporte uma unidade 4 espaços de distância,Телепортируйте объект на 4 клетки.,Teletransporta una unidad a 4 casillas de distancia.
Ach_Rust_B_2_Title,Scorched Earth,,Terre brûlée,Verbrannte Erde,불타는 대지,Spalona Ziemia,Terra Arrasada,Выжженная земля,Tierra quemada
Ach_Rust_B_2_Text,End a battle with 12 tiles on Fire,,Terminer une bataille avec 12 cases en feu,Beende einen Kampf mit 12 brennenden Feldern.,12타일 이상 불타는 상태로 전투 종료,Ukończ bitwę z 12 podpalonymi polami.,Encerre uma batalha com 12 espaços pegando Fogo,Завершите бой с 12 горящими клетками.,Acaba una batalla con 12 casillas de fuego.
Ach_Rust_B_2_Progress,Progress: $1 on Fire,,Progression : $1 case(s) en feu,Fortschritt: $1 brennen,진행도 - $1 불타는 중,Liczba podpalonych pól: $1,Progresso: $1 pegando Fogo,Прогресс: $1 кл. в огне,Avance: $1 con fuego
Ach_Rust_B_3_Title,This is Fine,,Brûlez tous !,Flächenbrand,아침의 네이팜 냄새가 좋아,Napalm o Poranku,"Pegando Fogo, Bicho",Гори оно все огнем,Quieren ver el mundo arder
Ach_Rust_B_3_Text,Have 5 enemies on Fire simultaneously,,Faire en sorte que 5 ennemis se retrouvent en feu simultanément,Setze 5 Gegner gleichzeitig in Brand.,적 5기 이상 동시에 불에 태우기,"Spraw, aby 5 wrogów płonęło w tym samym czasie.",Tenha 5 inimigos pegando Fogo simultaneamente,Пять врагов должны гореть одновременно.,Consigue que 5 enemigos estén ardiendo a la vez.
Ach_Rust_B_3_Progress,Progress: $1 currently on Fire,,Progression : $1 ennemi(s) en feu,Fortschritt: $1 aktuell in Brand,진행도 - $1 불 붙음,Aktualna liczba płonących wrogów: $1,Progresso: $1 pegando Fogo,Прогресс: $1 в огне,Avance: $1 ardiendo
Ach_Pinnacle_A_1_Title,Get Over Here,,"Approche, toi !",Hier rüber!,Vek 어서 오고,Chodź tu,Get Over Here,А ну подь сюда!,Ven acá p'acá
Ach_Pinnacle_A_1_Text,Kill an enemy by pulling it into yourself,,Tuer un ennemi en l'attirant jusqu'à vous,"Töte einen Gegner, indem du ihn zu dir hinziehst.",적을 자기 자신에게 끌어오기,Zabij wroga poprzez przyciągnięcie go do siebie.,Mate um inimigo puxando-o para você,"Убейте врага, подтащив его к себе.",Mata a un enemigo atrayéndolo hacia ti.
Ach_Pinnacle_A_2_Title,Glittering C-Beam,,Laser destructeur,Strahlender Erfolg,비이이이이임,Błyszczące Promienie,HA HA HA Raio Laser,Тонкий расчет,Rayo C brillante
Ach_Pinnacle_A_2_Text,Hit 4 enemies with a single laser,,Toucher 4 ennemis à l'aide d'un même rayon laser,Triff 4 Gegner mit einem einzelnen Laserschuss.,적 4기를 레이저 한 번으로 맞추기,Traf 4 wrogów jedną wiązką lasera.,Mate 4 inimigos com um só laser.,Попадите в 4 врагов одним лазером.,Alcanza a 4 enemigos con un solo láser.
Ach_Pinnacle_A_3_Title,Shield Mastery,,Maîtrise des boucliers,Schildmeisterschaft,쉴드 숙련가,Mistrzostwo Osłon,Maestria de Escudos,Умелый щитоносец,Dominio del escudo
Ach_Pinnacle_A_3_Text,Block damage with a Shield 4 times in a single battle,,Absorber 4 fois des dégâts à l'aide d'un bouclier au cours d'une même bataille,Blocke 4-mal Schaden mit einem Schild in einem einzelnen Kampf.,한 전투에서 쉴드로 4번 공격 막기,Zablokuj obrażenia osłoną 4 razy w jednej bitwie.,Bloqueie dano com Escudos 4 vezes numa só batalha,Заблокируйте урон щитами 4 раза за бой.,Bloquea daño con un escudo 4 veces en la misma batalla.
Ach_Pinnacle_A_3_Progress,Progress: $1 damage blocked,,Progression : dégâts absorbés $1 fois,Fortschritt: $1 Schaden geblockt,진행도 - $1번 막음,Zablokowane obrażenia: $1,Progresso: bloqueou $1 de dano,Прогресс: $1 ед. урона заблокировано,Avance: $1 de daño bloqueado
Ach_Pinnacle_B_1_Title,Cryo Expert,,Expert en cryogénie,Kryoexperte,냉동 전문가,Krioekspert,Criomante,Криоэксперт,Maestría criogénica
Ach_Pinnacle_B_1_Text,Shoot the Cryo-Launcher 4 times in a single battle,,Utiliser le Lanceur cryogénique 4 fois au cours d'une même bataille,Schieße mit dem Kryowerfer 4-mal in einem einzelnen Kampf.,한 전투에서 빙결-발사기를 4번 발사,Wystrzel z Kriowyrzutni 4 razy w jednej bitwie.,Atire com o Criogelador 4 vezes numa só batalha,Примените криоустановку 4 раза за бой.,Usa el lanzador criogénico 4 veces en la misma batalla.
Ach_Pinnacle_B_1_Progress,Progress: $1 shot,,Progression : $1 tir(s),Fortschritt: $1-mal geschossen,진행도 - $1번 발사,Liczba strzałów: $1,Progresso: atirou $1,Прогресс: $1,Avance: $1 disparados
Ach_Pinnacle_B_2_Title,Trick Shot,,Coup de maître,Trickschuss,트릭샷,Pokazówka,Tiro de Mestre,Трехликий Янус,Carambola
Ach_Pinnacle_B_2_Text,Kill 3 enemies with a single attack of the Janus Cannon,,Tuer 3 ennemis à l'aide d'un même tir du Canon Janus,Töte 3 Gegner mit einem einzelnen Angriff der Januskanone.,자누스 캐논 공격 한 번으로 적 3기를 처치하기,Zabij 3 wrogów jednym atakiem Działa Janus.,Mate 3 inimigos com um só ataque do Canhão Janus,Убейте 3 врагов одной атакой пушки «Янус».,Mata a 3 enemigos con un solo ataque del cañón Jano.
Ach_Pinnacle_B_3_Title,Pacifist,,Pacifiste,Pazifist,평화주의자,Pacyfista,Pacifista,Пацифист,Pacifista
Ach_Pinnacle_B_3_Text,Kill fewer than 3 enemies in a single battle,,Tuer moins de 3 ennemis au cours d'une même bataille,Töte weniger als 3 Gegner in einem einzelnen Kampf.,한 전투에서 적 2기 이하 처치,Zabij mniej niż 3 wrogów w jednej bitwie.,Mate menos do que 3 inimigos numa batalha,Убейте менее 3 врагов за один бой.,Mata a menos de 3 enemigos en la misma batalla.
Ach_Pinnacle_B_3_Failed,Failed: $1 killed,,Échec : $1 ennemis tués,Fehlschlag: $1 getötet,실패함 - $1기 처치함,Nieudane: zabito $1,Falhou: matou $1,Провалено: убито $1,No superado: $1 muertos.
Ach_Detritus_A_1_Title,Chain Attack,,Attaque enchaînée,Kettenangriff,연쇄공격,Atak Łańcuchowy,Ataque em Corrente,Цепь под напряжением,Ataque en cadena
Ach_Detritus_A_1_Text,Have the Chain Whip attack chain through 10 tiles,,Faire en sorte que l'attaque Fouet électrique touche 10 cases,Lass die Elektropeitsche 10 Felder gleichzeitig angreifen.,10타일을 거쳐 전기 채찍 공격하기,Przenieś obrażenia Elektrycznym Biczem na 10 pól.,Faça o Chicote Elétrico ricochetear em 10 espaços,Атака электрохлыста должна распространиться на 10 клеток.,Encadena el ataque de látigo en cadena a través de 10 casillas.
Ach_Detritus_A_2_Title,Lightning War,,Guerre éclair,Blitzkrieg,전격전,Wojna Błyskawiczna,Guerra Relâmpago,Молниеносное наступление,Guerra relámpago
Ach_Detritus_A_2_Text,Finish the first 2 Corporate Islands in under 30 minutes,,Terminer les 2 premières îles en moins de 30 minutes,Schließe die ersten 2 Konzerninseln in unter 30 Minuten ab.,첫 두 섬을 30분 이내에 완료,Ukończ 2 pierwsze wyspy korporacyjne w czasie krótszym niż 30 min.,Termine as primeiras 2 Ilhas Corporativas em menos de 30 minutos,Отбейте первые 2 корпоративных острова за 30 минут или быстрее.,Completa las 2 primeras islas corporativas en menos de 30 minutos.
Ach_Detritus_A_2_Failed,Failed: Too slow!,,Échec : trop lent !,Fehlschlag: Zu langsam!,실패함 - 시간 초과!,Nieudane: Przekroczono limit czasu,Falhou: muito devagar!,Провалено: слишком долго!,No superado: ¡Demasiado despacio!
Ach_Detritus_A_3_Title,Hold the Line,,Ligne de défense,Haltet die Stellung!,넌 못 지나간다,Utrzymać Pozycje,Segura essa Onda,Враг не пройдет!,Quietos paraos
Ach_Detritus_A_3_Text,Block 4 emerging Vek in a single turn,,Bloquer 4 Veks en train d'émerger au cours d'un même tour,Blocke 4 auftauchende Vek in einer einzigen Runde.,한 턴에 Vek 4 출현 차단,W jednej turze zablokuj 4 veki wychodzące spod ziemi.,Impeça 4 Vek de surgirem num mesmo turno,Заблокируйте 4 появления векков за один ход.,Bloquea a 4 vek que estén emergiendo en el mismo turno.
Ach_Detritus_B_1_Title,Healing,,Guérison,Heilung,힐링,Konował,Curandeirismo,Целитель,Curación
Ach_Detritus_B_1_Text,Heal 10 Mech Health in a single battle,,Rendre 10 PV à vos Mechas au cours d'une même bataille,Heile 10 Mechgesundheit in einem einzelnen Kampf.,한 전투에서 메크 체력 10 이상 치유하기,Ulecz 10 pkt. Zdrowia mechów w jednej bitwie.,Cure 10 PV dos Mekas numa mesma batalha,Восстановите 10 ОЗ мехов за один бой.,Cura 10 de salud a mechs en la misma batalla.
Ach_Detritus_B_1_Progress,Progress: $1 healed,,Progression : $1 PV rendu(s),Fortschritt: $1 geheilt,진행도 - $1 치유함,Uleczono: $1 pkt. Zdrowia,Progresso: curou $1,Прогресс: $1,Avance: $1 curados
Ach_Detritus_B_2_Title,Immortal,,Immortel,Unsterblich,불사신,Nieśmiertelny,Imortal,Бессмертный,Los Inmortales
Ach_Detritus_B_2_Text,Finish 4 Corporate Islands without a Mech being destroyed at the end of a battle,,Terminer 4 îles sans qu'un seul Mecha soit détruit au terme d'une bataille,"Schließe 4 Konzerninseln ab, ohne dass am Ende eines Kampfs ein Mech zerstört wurde.",섬 네 곳의 전투 종료후 메크가 파괴되지 않고 완료,Ukończ 4 wyspy korporacyjne bez straty mecha.,Conclua 4 Ilhas Corporativas sem ter nenhum Meka destruído até o fim da batalha,"Отбейте 4 корпоративных острова так, чтобы в конце каждого боя ни один мех не был выведен из строя.",Completa 4 islas corporativas sin ningún mech destruido al final de una batalla.
Ach_Detritus_B_2_Failed,Failed: At least one Mech was destroyed,,Échec : au moins un Mecha a été détruit,Fehlschlag: Mindestens ein Mech zerstört,실패함 - 메크가 파괴됨,Nieudane: Co najmniej 1 mech został zniszczony,Falhou: pelo menos 1 Meka foi destruído,Провалено: как минимум один мех был выведен из строя,No superado: Al menos un mech fue destruido.
Ach_Detritus_B_3_Title,Overkill,,Force excessive,Übertrieben,오버킬,Przegięcie,Massacre,Со всей силы,Moscas a cañonazos
Ach_Detritus_B_3_Text,Deal 8 damage to a unit with a single attack,,Infliger 8 points de dégâts à un ennemi au cours d'une même attaque,Füge einer Einheit mit einem einzigen Angriff 8 Schaden zu.,한 공격으로 피해 8 이상 입히기,Zadaj 8 pkt. obrażeń jednej jednostce w jednym ataku.,Cause 8 de dano a uma mesma unidade com um só ataque,Нанесите цели 8 ед. урона за одну атаку.,Haz 8 de daño a una misma unidad con un solo ataque.
